"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AMACR",-0.37097489472644,2.29111918884007,-4.11660698459799,4.53836575071159e-05,0.00379976856259689,1.72980853839872
"AGAP1",-0.162801269443913,3.89153022183087,-4.11642912231936,4.54174580495685e-05,0.00379976856259689,1.72912140792355
"P2RY10",0.281847577411652,1.39558646845067,4.11551629673385,4.55913065490187e-05,0.00379976856259689,1.72559534765357
"C1D",0.234288173505459,3.46345082666977,4.11533475153711,4.5625957396672e-05,0.00379976856259689,1.72489416192221
"NOL12",-0.238331630306446,2.10773891627818,-4.10979287141381,4.66958519721785e-05,0.00386273272369316,1.70350346831146
"C2orf81",-0.149764767214311,0.676171417205637,-4.10937879001876,4.67767439331296e-05,0.00386273272369316,1.70190626108311
"ZNF2",-0.123270856003189,2.254648972641,-4.10658127404083,4.73267489288706e-05,0.00389173026591146,1.69111951483204
"PTCD1",-0.233220666510027,1.71304093345074,-4.10554234577966,4.75325692322867e-05,0.00389230088889156,1.68711532166136
"CACNA1D",-0.278156142183523,1.91347000165379,-4.09997954948118,4.86491676466392e-05,0.00396713691671823,1.66569144156965
"TWF1",0.30159213415142,5.95311309664818,4.09849781629735,4.89507712000809e-05,0.00397516822886632,1.65998942587243
"CLPB",-0.183821433955063,3.00510383097408,-4.09386615835921,4.99050430415587e-05,0.00403591569159647,1.64217819916671
"EAF2",0.207771362243097,2.49239041429587,4.0911685506099,5.04689621071987e-05,0.00406472451604933,1.63181306566941
"FAM83F",-0.255374838088654,3.24079093456816,-4.08222883795546,5.23813806155703e-05,0.00420145901650544,1.59750902484298
"ROGDI",-0.249813680240533,2.99873673059818,-4.070131821511,5.50791333104971e-05,0.00439981109395812,1.55120067325722
"TRMT10B",-0.174522620831184,3.15275167725239,-4.06390746428754,5.65181703470469e-05,0.00449641102382949,1.52742314298411
"UGP2",0.204271048550497,5.4807115751646,4.05703532851566,5.81484465629375e-05,0.00460387003107305,1.5012103759559
"ZCCHC10",0.194407938573552,4.44483010695976,4.05624254262892,5.83393678251554e-05,0.00460387003107305,1.49818906493115
"TSEN2",-0.239513746418748,3.37940649178247,-4.05389778007765,5.89075327753266e-05,0.00463003744556593,1.48925637905372
"MTMR3",-0.12127127621293,1.50931280701205,-4.0507350134802,5.9682242013038e-05,0.00467022437765303,1.47721501325184
"ING5",-0.185627939899536,3.63331105936199,-4.04986885495005,5.98960870058203e-05,0.00467022437765303,1.47391887823923
"AP5S1",-0.209111795219776,3.20256477702935,-4.04319245295294,6.15690156532831e-05,0.00478161589424763,1.44853409442608
"CAVIN2",0.34723476343745,2.51695470859835,4.03966733146841,6.24701247286394e-05,0.00483242217811937,1.43514673023919
"ZNF74",-0.20010167869955,3.3560905157579,-4.03729837534773,6.30827106003684e-05,0.00486059735889689,1.42615624758638
"TNFRSF21",0.196944074078777,6.68744588318904,4.0301891999172,6.49554947042043e-05,0.00498527053669012,1.39920553124808
"PAOX",-0.156799884343099,0.666929678316177,-4.0283410671935,6.54509288739629e-05,0.00500367237887628,1.39220654953061
"AGBL5",-0.185961942385793,4.24481665318309,-4.02283790869074,6.69475105286124e-05,0.00506268855493843,1.371383493117
"UAP1",0.186696756813884,6.10595349731149,4.02266178657105,6.6995939227836e-05,0.00506268855493843,1.37071751364835
"ACSS1",-0.326608335491646,4.83951407729888,-4.02265086250484,6.69989441382174e-05,0.00506268855493843,1.3706762068197
"NAP1L5",0.222779120266696,2.26148733512419,4.02058915935788,6.75683584596445e-05,0.00508607824389886,1.362882224765
"OSM",0.504173243287415,2.72839468732261,4.01628619440174,6.87716120873233e-05,0.00515681693548277,1.3466274589879
"FOXK1",-0.201506244784704,4.37428210021946,-4.01181790652492,7.00426056873722e-05,0.00523207570957084,1.32976534243906
"ITK",0.220840469565958,1.05044035417849,4.00629278774658,7.164504885355e-05,0.00532676982504661,1.30893922376455
"ENSA",0.145967263706956,6.59948623110995,4.00557880841755,7.1854643800128e-05,0.00532676982504661,1.30624993643032
"CTBP1",-0.152054309302492,5.21193814838488,-4.00453355256595,7.21625375820968e-05,0.00532940763403478,1.30231366299011
"ZNF500",-0.154435119154805,2.81745207371418,-4.00278165020329,7.26813926042385e-05,0.00534754712277275,1.29571841500724
"AMFR",-0.140397309501011,5.8488168498496,-3.99778566602161,7.4180547137201e-05,0.00543740632218038,1.27692520852416
"ETV3",0.16078330694218,4.12443731031739,3.99171828157749,7.60406572651071e-05,0.00555295411692318,1.25413118973594
"NUDT7",-0.203644567686312,1.96013547640226,-3.98351831769325,7.86249615378668e-05,0.00572033130950777,1.22337678901099
"TIMM17A",0.168791702329874,5.76126847659445,3.9797461107919,7.98415867929323e-05,0.00577198821665715,1.20924874197958
"FAS",0.304495575758784,3.08890716000161,3.97949001406322,7.99248278940313e-05,0.00577198821665715,1.2082900356143
"SAMSN1",0.312234468039489,1.98029922361428,3.97722803804871,8.06636376119675e-05,0.00578061250099876,1.19982475539871
"RIOK3",0.233440115632709,5.50599385864148,3.97638678926975,8.09400559398844e-05,0.00578061250099876,1.19667758909857
"ZNF740",-0.114465046200014,3.69191769953828,-3.97429538069841,8.16311503476632e-05,0.00578061250099876,1.18885618626166
"FOSL1",0.484131828039755,4.38283892566453,3.9739804689462,8.17356946071099e-05,0.00578061250099876,1.18767881902413
"ZNF835",-0.0820198248507434,0.298603198512486,-3.97384878593089,8.17794483053345e-05,0.00578061250099876,1.18718651876422
"AC097625.1",-0.0700449666379847,0.136521885852974,-3.97373748848098,8.18164459034621e-05,0.00578061250099876,1.18677044232507
"ACY1",-0.270149296926393,0.941393337475249,-3.97279595889859,8.21300656448253e-05,0.00578189753501754,1.18325104597188
"STK17B",0.261611466180845,4.22767453034698,3.96822786949072,8.36679266593137e-05,0.00586863010251934,1.16618677863812
"SPSB3",-0.120499535716807,0.368202825740069,-3.96736400484687,8.39618020901034e-05,0.00586863010251934,1.16296184081332
"PTN",0.310541015411495,2.23244217334365,3.96289720791501,8.54970244211313e-05,0.00595466998201409,1.14629706769158
"MTG1",-0.252670982878786,1.96699401955044,-3.95926569084581,8.67647363182133e-05,0.00602153423575799,1.13276148394924
"TSC2",-0.201004294855773,4.02222105761881,-3.95273193309529,8.9090566433105e-05,0.00616110062071484,1.10843769650208
"TUBB2A",0.31805806609173,4.23005815070912,3.9462165146329,9.14686207599067e-05,0.00630328301722583,1.08421954914298
"RBM5",-0.168752724729621,4.11968329988513,-3.94053538360054,9.35911380180107e-05,0.00642691986719469,1.06313295423428
"ZNF619",-0.153366006653503,2.35252649410671,-3.9379284436591,9.4580654387442e-05,0.00647216079376443,1.05346630393607
"AREG",0.57679997638328,6.89034367471361,3.93248901966655,9.66773007768072e-05,0.00659258346168256,1.0333159271273
"IL6",0.484106291897181,2.12722248792065,3.93153449224833,9.70497379318953e-05,0.00659500146203168,1.0297825598781
"WEE1",0.215954703907296,4.081695555784,3.93057279044902,9.74263484461027e-05,0.00659768534753867,1.02622344608612
"C9orf24",-0.357606733916855,1.46613174867809,-3.92820593908565,9.83591315755718e-05,0.00663788470367419,1.0174675514794
"IFNGR1",0.215650924431191,6.55516915554085,3.92671806102676,9.89498317754352e-05,0.00665480122913073,1.01196584142953
"PLA2G6",-0.226451112336801,2.43125321259202,-3.92242822193959,0.000100671798555363,0.00674046240583334,0.996114259732794
"HEXIM2",-0.17601490612506,1.65365442119707,-3.9215254292329,0.00010103778131263,0.00674046240583334,0.992780372288498
"TSLP",0.13293843199663,0.450210902475763,3.92098675315098,0.00010125675475525,0.00674046240583334,0.990791458521749
"CCL20",0.559675173938936,6.18596967760103,3.91809356667417,0.000102440552737337,0.00679614934787264,0.980113531643335
"TCEAL7",0.308636725182299,1.9295214075958,3.91363167989795,0.000104291932193515,0.00686457383138555,0.963660428257445
"ZNF497",-0.193603025434539,0.990287870593441,-3.9135982212716,0.000104305934165101,0.00686457383138555,0.963537116585188
"GALT",-0.205703224800758,3.39301154521765,-3.91307722401933,0.000104524194050018,0.00686457383138555,0.961617109908723
"CSNK2A2",-0.158192825582983,3.62985784140634,-3.90816971400441,0.000106601409537314,0.00697757921757449,0.943543427144263
"GPN2",-0.145686440413373,4.10839752557782,-3.90542756693524,0.000107779041544281,0.00703114540687708,0.933453717423101
"STK17A",0.223939271660135,3.9056504968064,3.89759294376985,0.000111211890814373,0.00723098975125616,0.904662790319477
"TTC6",0.0871188132176201,0.278179538638263,3.8961025748361,0.000111876522924178,0.00725011731837446,0.899192058857142
"VPS37A",0.194748697036071,3.51194132186708,3.89421374177028,0.000112724251980495,0.00728094500168406,0.892261489314463
"UGCG",0.219552796403787,4.86811631482732,3.89263071906838,0.000113439408237909,0.0072894147123925,0.886455432115937
"GNG2",0.238469063120892,2.14649741428246,3.89227587935023,0.0001136003008165,0.0072894147123925,0.885154288533363
"ZSWIM3",-0.298558131559327,3.38030268762655,-3.88650464111381,0.000116247621416226,0.00743490914619922,0.864007618695756
"TMOD3",0.191018815281436,4.48780920220445,3.88477495015776,0.000117052346076954,0.00746199174290578,0.857675496491789
"HAUS1",0.213752542161207,4.77953356516142,3.88263517559637,0.000118055151931285,0.0075014849949584,0.849845775349422
"SINHCAF",0.247146897380222,5.7091237389878,3.87933801675841,0.000119616290202722,0.00757608548724102,0.837788937437627
"TRIM40",0.321883976941797,1.49734502456096,3.87716899105131,0.000120653906689457,0.0075931203943168,0.829862614294345
"NF2",-0.171854041958832,4.26921659686496,-3.87670168567026,0.000120878567706789,0.0075931203943168,0.828155472451796
"TCF12",0.266168847773322,4.78481392667021,3.87609331126197,0.000121171641745468,0.0075931203943168,0.825933271457414
"WDR90",-0.284614545728208,3.80864367158482,-3.87554333596065,0.000121437161280525,0.0075931203943168,0.823924665176742
"SPATA33",-0.199580445501702,2.8238436456606,-3.86849745231433,0.000124887856027055,0.00777529956508229,0.798215479055552
"NRBF2",0.148445724981058,5.05985746148242,3.86797911904788,0.000125145335598637,0.00777529956508229,0.796325902821674
"GJC3",-0.286896528614706,1.25411569353995,-3.86646693485468,0.000125899377287294,0.00779739466104317,0.79081461311864
"SERTAD1",0.286209019439037,4.89594239012377,3.86434736988754,0.000126963519489574,0.00783849539410236,0.783093068249874
"GCOM1",0.199444764285656,1.33203829186203,3.86188635589031,0.000128209757684537,0.00789054455233985,0.774132606200938
"RNF11",0.207445711411273,5.70766820573104,3.86061492618859,0.000128858121960404,0.00790558716265538,0.769505472378959
"PFDN1",0.143580663449834,6.10712967474042,3.85706244355324,0.000130686177083687,0.00799268491157765,0.756584434514192
"PPP2CB",0.18888751464894,5.67219437355015,3.85270801043233,0.000132960351931961,0.00810643940081125,0.740761759987817
"KCNK15",-0.339536359765761,1.015168395693,-3.84937436318673,0.000134726631381896,0.00818861771048166,0.728659629480847
"OSBPL1A",0.280835658718173,2.89611020475665,3.8477710441304,0.000135584000292473,0.00821521507654487,0.722842601737931
"SCAP",-0.218389698023528,5.93096156510778,-3.84490177865894,0.000137131215040328,0.00828331793072302,0.712438243705074
"HPS4",-0.142784327624346,3.65405702881611,-3.8392215631349,0.00014024354126985,0.00844525029597612,0.691862448852108
"STEAP1",0.332174611492147,5.1525914164011,3.83361865646266,0.000143378807994335,0.00860756641489916,0.671594639178813
"THSD1",-0.178344477755304,1.58247006422949,-3.8320537765109,0.000144266241380657,0.00862214380153966,0.665938842138176
"NAMPT",0.307414471990224,5.42311309664818,3.83163827110367,0.000144502742164683,0.00862214380153966,0.664437484247783
"PSMG2",0.163674935844023,5.91257510202075,3.82958778691183,0.000145675226858706,0.0086439193837842,0.657030645534524
"HDAC6",-0.176386210588846,3.97390684712308,-3.82924839892633,0.00014587015657398,0.0086439193837842,0.655805053751675
"GTF2A2",0.222966527876873,5.26664413196322,3.82868776661203,0.000146192699199457,0.0086439193837842,0.653780731585045
"CNPY2",-0.293732906229082,2.61032172851977,-3.827172927196,0.000147067588398445,0.0086694571462228,0.648312364230524
"NPIPB3",-0.206991723867655,0.993589431857292,-3.82281613883494,0.000149611481432854,0.00879293184120834,0.632596257080673
"PPP1R32",-0.203460036757106,1.47803688837835,-3.81978761989275,0.000151404232650043,0.00887165340477244,0.621681469511284
"KIF12",-0.456458431326833,4.75213327284348,-3.81253811995533,0.000155778373911046,0.00909044991836214,0.595587229334938
"LIMA1",0.275931264088573,6.2174628456749,3.81169050485312,0.000156297521637131,0.00909044991836214,0.592539315410153
"PSD4",-0.174711053168004,4.21372674083377,-3.81130905344415,0.000156531685784479,0.00909044991836214,0.591167873159254
"LAT",-0.0706886514567143,0.290305905805684,-3.80948679308968,0.000157654907036464,0.00912859226512023,0.584618030329649
"CRAMP1",-0.139748742394683,2.75764625953721,-3.80687023052142,0.000159281041919688,0.00919554357348147,0.575218328396233
"HBB",0.571137849319899,4.25358219095424,3.79588076912909,0.00016628523360354,0.00957167149074964,0.535806154039776
"PIM1",0.246100767520633,5.41281449879094,3.79443973450209,0.000167224952942771,0.00959753534909961,0.530646017672494
"PAX5",0.27232994394885,0.681621247133809,3.79129168165319,0.000169295305106607,0.00966672352576731,0.519379696487712
"L3MBTL1",-0.199049606483801,0.846035560879456,-3.79038569293991,0.000169895606245918,0.00966672352576731,0.516138951389041
"ANKRD39",-0.207878247733316,2.14524882782295,-3.79036059775238,0.000169912262677633,0.00966672352576731,0.516049195606386
"COX20",-0.229244854330061,0.926550983555998,-3.78622519157496,0.000172678204462604,0.00979560910010903,0.501266070981211
"CLCN7",-0.234445363964306,4.46378182980302,-3.78239930434523,0.000175274909680355,0.0099141770443764,0.487602904525597
"TMEM89",-0.266133503397888,0.982012211201945,-3.78144700127487,0.000175926958862256,0.00992238187865478,0.484204017426787
"SDCBP",0.243460880238295,6.87048183293181,3.77602073544049,0.00017968624812485,0.010105286097849,0.464852349997469
"PDE4D",0.250832690186013,2.00277601473211,3.77262166087496,0.000182079570829188,0.0101911991660277,0.452743546859239
"CD55",0.398134527670945,6.24193615937138,3.77237365931376,0.000182255362940559,0.0101911991660277,0.451860471590898
"ZBTB40",-0.148296762007444,3.4005412575035,-3.7627978257034,0.000189166764386906,0.0105475291903594,0.417804905553663
"TPM3",0.129316826729648,6.54602009574082,3.75960488027342,0.00019152570709564,0.0106457753149338,0.406467578586347
"GNL2",0.146956032120852,5.09895259443344,3.75894497161584,0.000192016692359698,0.0106457753149338,0.404125541147128
"PCGF3",-0.150449588892219,4.18141054579425,-3.75547238570819,0.000194619977310476,0.0107073367508505,0.391807588874197
"MAPK6",0.218129103725922,4.7569958968216,3.75450921248189,0.000195347909597575,0.0107073367508505,0.388392918329186
"SLC5A2",-0.158935145538398,0.641530400618605,-3.75427513011078,0.000195525208048984,0.0107073367508505,0.387563166902088
"ALG1",-0.192940137669434,4.22679585570042,-3.75422912367525,0.000195560072031775,0.0107073367508505,0.38740009367948
"TNFSF8",0.198749607648006,0.972243361388109,3.75383025884462,0.000195862580185196,0.0107073367508505,0.385986366473198
"PTPN3",-0.174047780043692,4.43202776573444,-3.74516062834321,0.000202547835699069,0.0110419601461462,0.355292834504904
"TUFT1",0.192557968117129,5.22593984239861,3.74355473271936,0.000203809531678229,0.0110798787346517,0.349614728110214
"ZNF689",-0.148446862348254,3.40738940861489,-3.73671905920356,0.000209263402182173,0.0113183355070317,0.325470865724468
"LAS1L",-0.198326131519713,4.02861654054682,-3.73660880751942,0.000209352483447217,0.0113183355070317,0.325081792709616
"DECR2",-0.276218331562079,4.37377919268401,-3.73520471664394,0.000210490091504405,0.0113484892033959,0.320127766621698
"BTG1",0.198489326702811,6.11725167501754,3.73147254462414,0.000213542313453911,0.0114814192763914,0.306968135159609
"ARC",0.268625005461932,0.756168310768832,3.72226042993299,0.000221255530251535,0.0118635396782268,0.274539230903468
"USP14",0.188871666538906,5.22084588944661,3.72140176955429,0.00022198769333719,0.0118702763560168,0.271520379598541
"EARS2",-0.131941666292458,4.2887472343773,-3.72027089451953,0.000222955450358506,0.0118895398336957,0.267545484833175
"CYB561D1",-0.17844998887958,3.16640685829731,-3.71222070648294,0.000229960149148126,0.0122181806650895,0.23928287170551
"FITM1",-0.159258145726334,0.757974178582124,-3.71120534932093,0.000230858212344709,0.0122181806650895,0.23572224792298
"MAP3K8",0.224192913805482,3.53966408020417,3.71065490242466,0.0002313464508632,0.0122181806650895,0.233792340779155
"WDR31",-0.172714961832995,2.27741756768233,-3.71035215049068,0.000231615401703961,0.0122181806650895,0.232730985221544
"SSC4D",-0.156397622059646,1.17716999137349,-3.70870710867692,0.00023308193338933,0.0122624906407596,0.226965397819055
"CELSR1",-0.288559065757739,3.12161452024547,-3.70775109979247,0.000233938213506255,0.0122745436368121,0.223615858030725
"IL7R",0.382202942481197,3.18636354696977,3.7065108650359,0.000235053482928947,0.0123000847978674,0.219271696366495
"ARL5B",0.271087735424425,4.45174087847351,3.69192726536278,0.00024854864750736,0.0129715882143108,0.168292518183742
"FCSK",-0.215253811106176,4.29381115099071,-3.69078132359263,0.000249639391302966,0.0129801505344531,0.16429472903128
"PPP2R2A",0.222882091497694,4.56893717399175,3.69036248492291,0.000250039177941281,0.0129801505344531,0.162833839539284
"MRPS25",-0.156361107810012,4.77318400833151,-3.68915987623423,0.000251190433248398,0.0130054179076836,0.158640065510107
"LY6G6F",-0.228131893280559,0.6303253489713,-3.68829558340473,0.00025202089739622,0.0130139867623784,0.15562687242083
